13,23,24,27,28
13,23,24,27,28
11,12,18,19,34
19,21,32,34,39
10,17,19,24,30
19,21,32,34,39
10,17,19,24,30
1,4,14,26,35
21,23,26,28,31
1,4,14,26,35
21,23,26,28,31
7,14,16,26,33
20,21,26,31,35
20,21,26,31,35
7,14,16,26,33
18,31,35,36,37
8,12,15,16,25
18,31,35,36,37
8,12,15,16,25
11,20,23,27,39
3,19,33,35,37
11,20,23,27,39
3,19,33,35,37
5,7,11,21,32
11,22,32,34,37
5,7,11,21,32
11,22,32,34,37
1,4,23,27,31
4,10,28,29,33
1,4,23,27,31
4,10,28,29,33
5,19,20,26,31
7,8,13,16,30
5,19,20,26,31
7,8,13,16,30
4,14,18,20,27
9,12,20,27,29
4,14,18,20,27
9,12,20,27,29
6,10,14,23,32
14,22,23,31,32
14,22,23,31,32
6,10,14,23,32
16,18,23,30,34
1,3,6,29,30
1,3,6,29,30
16,18,23,30,34
5,7,8,32,35
5,7,8,32,35
14,24,28,36,39
14,24,28,36,39
8,13,15,22,25
2,5,11,35,37
8,13,15,22,25
2,5,11,35,37
8,14,30,37,38
3,13,19,38,39
3,13,19,38,39
8,14,30,37,38
7,14,19,21,25
5,14,15,33,35
7,14,19,21,25
5,14,15,33,35
1,4,27,38,39
6,8,23,24,33
1,4,27,38,39
6,8,23,24,33
11,16,22,24,39
3,7,12,24,27
11,16,22,24,39
3,7,12,24,27
6,17,20,27,36
9,23,33,35,38
9,23,33,35,38
6,17,20,27,36
5,11,16,30,31
1,8,15,27,33
5,11,16,30,31
1,8,15,27,33
1,6,31,34,39
5,13,18,19,20
5,13,18,19,20
1,6,31,34,39
3,10,11,25,34
5,9,14,17,39
5,9,14,17,39
3,10,11,25,34
2,5,8,12,31
3,6,24,28,37
2,5,8,12,31
3,6,24,28,37
8,14,28,37,38
8,14,28,37,38
2,13,16,20,23
2,13,16,20,23
19,22,28,29,38
16,17,23,35,38
19,22,28,29,38
16,17,23,35,38
11,15,17,30,39
11,15,17,30,39
5,10,22,28,33
5,10,22,28,33
6,14,20,28,33
2,14,26,32,37
2,14,26,32,37
6,14,20,28,33
4,7,20,25,28
14,20,25,33,37
14,20,25,33,37
4,7,20,25,28
4,23,33,34,38
1,4,32,34,39
1,4,32,34,39
4,23,33,34,38
9,19,23,24,31
10,16,28,29,39
9,19,23,24,31
10,16,28,29,39
8,15,25,30,36
8,15,25,30,36
2,5,7,15,24
2,5,7,15,24
7,15,27,30,32
5,7,13,18,36
7,15,27,30,32
5,7,13,18,36
10,14,17,20,25
6,9,15,20,22
10,14,17,20,25
6,9,15,20,22
9,11,22,31,35
14,21,26,31,39
14,21,26,31,39
9,11,22,31,35
10,17,25,33,38
10,17,25,33,38
4,28,30,33,38
4,28,30,33,38
6,8,16,21,39
6,8,16,21,39
11,19,21,24,28
11,19,21,24,28
7,18,24,33,35
8,15,26,33,39
8,15,26,33,39
7,18,24,33,35
8,21,22,34,39
14,18,20,29,36
8,21,22,34,39
14,18,20,29,36
8,17,19,27,31
10,18,22,28,36
8,17,19,27,31
10,18,22,28,36
2,4,13,21,25
9,26,27,33,39
9,26,27,33,39
2,4,13,21,25
7,11,24,28,32
7,11,24,28,32
4,16,22,26,30
4,16,22,26,30
1,8,11,15,38
2,3,9,25,31
2,3,9,25,31
1,8,11,15,38
2,17,18,32,39
5,16,19,34,36
2,17,18,32,39
5,16,19,34,36
5,11,12,14,20
5,11,12,14,20
9,12,17,22,35
9,12,17,22,35
1,6,10,16,37
10,25,27,31,36
1,6,10,16,37
10,25,27,31,36
21,22,26,28,39
21,22,26,28,39
5,12,17,26,28
5,12,17,26,28
7,8,12,25,27
4,6,16,18,35
4,6,16,18,35
7,8,12,25,27
3,4,20,26,33
11,13,28,32,35
11,13,28,32,35
3,4,20,26,33
9,14,23,28,31
2,9,24,30,36
2,9,24,30,36
9,14,23,28,31
3,4,5,34,35
3,24,28,31,36
3,24,28,31,36
3,4,5,34,35
15,30,31,37,38
13,20,31,33,38
15,30,31,37,38
13,20,31,33,38
8,13,18,30,33
4,5,10,24,36
4,5,10,24,36
8,13,18,30,33
11,16,17,21,22
1,9,10,11,23
1,9,10,11,23
11,16,17,21,22
2,4,15,33,37
2,4,15,33,37
1,6,17,26,39
1,6,17,26,39
2,7,18,25,39
2,7,18,25,39
9,25,33,35,39
9,25,33,35,39
9,23,33,37,39
5,16,24,26,30
5,16,24,26,30
9,23,33,37,39
8,15,23,26,37
11,13,16,32,35
8,15,23,26,37
11,13,16,32,35
4,35,36,39,44
4,35,36,39,44
14,22,32,35,37
14,22,32,35,37
1,9,11,22,36
5,7,12,38,42
1,9,11,22,36
5,7,12,38,42
1,6,15,33,39
1,6,15,33,39
7,13,16,31,37
7,13,16,31,37
5,17,29,33,43
5,17,29,33,43
3,4,23,31,37
3,4,23,31,37
7,21,29,35,40
21,30,33,37,39
7,21,29,35,40
21,30,33,37,39
2,3,12,20,29
2,3,12,20,29
1,25,37,39,41
1,25,37,39,41
9,11,19,21,31
8,13,17,42,45
9,11,19,21,31
8,13,17,42,45
3,7,28,34,44
3,7,23,27,34
3,7,23,27,34
3,7,28,34,44
1,5,24,28,38
2,11,25,28,40
1,5,24,28,38
2,11,25,28,40
2,3,25,27,35
2,3,25,27,35
7,21,22,24,34
7,21,22,24,34
7,8,28,30,35
7,8,28,30,35
5,8,14,25,42
5,8,14,25,42
10,19,30,43,44
5,6,19,24,38
10,19,30,43,44
5,6,19,24,38
14,18,29,42,45
28,30,38,41,42
28,30,38,41,42
14,18,29,42,45
20,23,27,31,42
4,16,18,36,37
20,23,27,31,42
4,16,18,36,37
11,25,31,40,41
2,11,12,16,29
2,11,12,16,29
11,25,31,40,41
3,21,31,32,33
2,24,31,38,41
2,24,31,38,41
3,21,31,32,33
5,10,27,36,42
8,11,12,22,25
8,11,12,22,25
5,10,27,36,42
5,7,10,23,29
3,10,22,34,35
3,10,22,34,35
5,7,10,23,29
3,8,28,34,35
1,10,17,29,42
1,10,17,29,42
3,8,28,34,35
15,18,38,41,43
16,24,29,38,45
15,18,38,41,43
16,24,29,38,45
2,20,24,25,27
16,26,33,42,43
16,26,33,42,43
2,20,24,25,27
7,11,27,36,42
4,12,14,15,26
4,12,14,15,26
7,11,27,36,42
4,8,11,17,32
4,20,32,33,35
4,20,32,33,35
4,8,11,17,32
2,16,38,41,42
22,36,39,40,42
22,36,39,40,42
2,16,38,41,42
8,19,30,43,45
8,19,30,43,45
6,17,18,36,40
6,17,18,36,40
3,18,21,25,32
12,14,22,24,43
3,18,21,25,32
12,14,22,24,43
1,3,5,22,43
1,3,5,22,43
9,25,26,27,28
9,25,26,27,28
3,18,25,28,38
10,15,23,26,30
3,18,25,28,38
10,15,23,26,30
7,15,19,36,44
7,15,19,36,44
7,19,24,25,39
7,19,24,25,39
3,4,11,17,18
10,30,31,32,44
10,30,31,32,44
3,4,11,17,18
4,13,14,27,29
4,13,14,27,29
17,26,28,33,44
17,26,28,33,44
1,10,12,26,45
9,22,23,26,43
9,22,23,26,43
1,10,12,26,45
17,34,37,39,43
7,10,18,20,34
17,34,37,39,43
7,10,18,20,34
4,6,19,26,29
1,5,15,18,42
4,6,19,26,29
1,5,15,18,42
1,2,3,10,34
9,10,11,16,26
9,10,11,16,26
1,2,3,10,34
6,10,13,27,38
1,5,10,33,35
6,10,13,27,38
1,5,10,33,35
3,7,23,25,28
10,22,38,40,45
10,22,38,40,45
3,7,23,25,28
15,19,27,39,43
2,20,32,34,42
15,19,27,39,43
2,20,32,34,42
2,7,28,41,42
6,20,28,38,45
2,7,28,41,42
6,20,28,38,45
6,12,27,34,40
5,24,25,26,43
5,24,25,26,43
6,12,27,34,40
5,11,19,30,41
3,11,19,20,28
3,11,19,20,28
5,11,19,30,41
1,9,16,18,33
2,12,17,36,41
2,12,17,36,41
1,9,16,18,33
1,9,12,17,23
5,7,25,34,35
5,7,25,34,35
1,9,12,17,23
13,17,34,36,45
25,30,31,38,44
25,30,31,38,44
13,17,34,36,45
6,15,20,23,35
1,14,22,29,43
6,15,20,23,35
1,14,22,29,43
7,29,33,34,37
6,18,29,34,35
7,29,33,34,37
6,18,29,34,35
27,28,36,41,45
18,23,28,30,41
27,28,36,41,45
18,23,28,30,41
10,11,13,21,37
10,11,13,21,37
6,22,28,34,39
6,22,28,34,39
9,11,15,16,45
13,27,28,33,34
13,27,28,33,34
9,11,15,16,45
4,18,31,37,40
13,15,18,34,36
13,15,18,34,36
4,18,31,37,40
14,15,17,21,36
6,28,33,43,45
6,28,33,43,45
14,15,17,21,36
11,18,24,33,35
3,11,18,34,40
3,11,18,34,40
11,18,24,33,35
3,19,30,39,43
3,19,30,39,43
4,17,27,36,42
4,17,27,36,42
8,9,15,16,19
2,3,8,21,22
8,9,15,16,19
2,3,8,21,22
5,26,30,36,37
9,16,21,24,35
9,16,21,24,35
5,26,30,36,37
2,5,9,12,25
8,14,17,22,31
2,5,9,12,25
8,14,17,22,31
1,10,24,32,38
9,10,18,19,39
9,10,18,19,39
1,10,24,32,38
8,11,13,35,43
2,4,7,11,32
8,11,13,35,43
2,4,7,11,32
1,13,21,23,31
10,22,33,39,43
1,13,21,23,31
10,22,33,39,43
20,27,28,30,39
19,21,26,41,44
19,21,26,41,44
20,27,28,30,39
6,20,34,38,42
6,20,34,38,42
18,21,22,33,42
18,21,22,33,42
4,11,23,27,45
9,10,16,38,39
4,11,23,27,45
9,10,16,38,39
3,6,32,35,45
18,34,35,37,43
3,6,32,35,45
18,34,35,37,43
22,24,30,41,44
4,12,34,39,42
22,24,30,41,44
4,12,34,39,42
7,21,29,32,39
7,21,29,32,39
1,30,33,40,43
1,30,33,40,43
1,13,16,17,19
1,13,16,17,19
1,24,26,30,45
1,24,26,30,45
1,5,15,23,29
1,7,33,35,45
1,7,33,35,45
1,5,15,23,29
2,19,30,40,41
2,7,9,23,38
2,7,9,23,38
2,19,30,40,41
8,10,13,21,36
3,14,18,39,43
3,14,18,39,43
8,10,13,21,36
1,17,19,24,41
30,31,32,34,36
1,17,19,24,41
30,31,32,34,36
1,19,22,32,36
11,20,29,32,36
11,20,29,32,36
1,19,22,32,36
5,12,13,29,43
6,29,36,40,41
6,29,36,40,41
5,12,13,29,43
9,11,28,36,43
1,7,10,11,28
9,11,28,36,43
1,7,10,11,28
6,7,14,18,36
6,7,14,18,36
7,12,15,22,44
7,12,15,22,44
3,8,16,27,29
14,18,27,32,39
14,18,27,32,39
3,8,16,27,29
5,8,12,23,34
5,7,28,36,45
5,7,28,36,45
5,8,12,23,34
4,17,21,37,44
1,5,9,12,23
1,5,9,12,23
4,17,21,37,44
4,5,16,18,44
2,11,18,34,41
2,11,18,34,41
4,5,16,18,44
1,15,20,27,41
1,12,22,23,40
1,12,22,23,40
1,15,20,27,41
15,16,19,24,45
11,14,22,26,38
15,16,19,24,45
11,14,22,26,38
8,9,38,40,45
10,14,17,41,43
8,9,38,40,45
10,14,17,41,43
3,11,17,24,31
3,11,17,24,31
5,6,35,39,42
5,6,35,39,42
14,18,23,26,29
6,18,24,26,42
6,18,24,26,42
14,18,23,26,29
17,20,23,28,30
6,13,21,28,40
6,13,21,28,40
17,20,23,28,30
8,9,11,34,43
5,18,21,39,41
8,9,11,34,43
5,18,21,39,41
5,7,14,24,29
12,13,15,35,41
12,13,15,35,41
5,7,14,24,29
10,12,18,27,34
4,25,31,42,44
10,12,18,27,34
4,25,31,42,44
2,4,14,29,33
13,18,20,21,23
2,4,14,29,33
13,18,20,21,23
12,15,18,20,25
18,23,25,32,39
12,15,18,20,25
18,23,25,32,39
1,29,36,44,45
8,26,41,44,45
1,29,36,44,45
8,26,41,44,45
6,20,29,30,36
2,11,17,19,24
2,11,17,19,24
6,20,29,30,36
4,5,13,19,42
4,5,13,19,42
8,14,18,39,42
8,14,18,39,42
6,7,19,26,33
1,5,6,7,45
6,7,19,26,33
1,5,6,7,45
3,5,15,36,39
6,7,24,36,41
3,5,15,36,39
6,7,24,36,41
12,19,20,37,38
17,21,25,28,35
17,21,25,28,35
12,19,20,37,38
9,14,37,38,45
14,15,24,31,45
14,15,24,31,45
9,14,37,38,45
8,29,32,37,43
8,29,32,37,43
9,22,32,36,45
9,22,32,36,45
2,6,13,32,33
2,6,13,32,33
12,18,22,29,42
12,18,22,29,42
18,19,24,28,32
1,3,7,25,33
18,19,24,28,32
1,3,7,25,33
3,18,31,42,43
13,21,36,39,42
13,21,36,39,42
3,18,31,42,43
11,20,25,34,39
16,31,38,42,44
11,20,25,34,39
16,31,38,42,44
5,7,17,26,34
9,18,22,29,33
5,7,17,26,34
9,18,22,29,33
2,19,24,29,40
2,19,24,29,40
6,10,22,31,43
6,10,22,31,43
4,19,39,42,43
3,4,11,14,25
4,19,39,42,43
3,4,11,14,25
3,10,15,22,42
4,18,21,28,37
3,10,15,22,42
4,18,21,28,37
2,11,22,29,43
16,17,18,25,41
2,11,22,29,43
16,17,18,25,41
1,2,9,13,42
1,4,7,17,23
1,2,9,13,42
1,4,7,17,23
10,19,24,31,37
9,15,22,36,37
9,15,22,36,37
10,19,24,31,37
5,13,17,37,41
5,13,17,37,41
3,6,13,15,21
3,6,13,15,21
6,8,10,13,40
6,8,10,13,40
4,8,9,16,40
4,8,9,16,40
2,19,21,32,37
3,12,18,23,37
2,19,21,32,37
3,12,18,23,37
6,25,28,30,36
21,25,30,41,42
21,25,30,41,42
6,25,28,30,36
14,20,36,40,42
14,20,36,40,42
5,15,28,34,40
5,15,28,34,40
4,12,24,38,45
2,4,19,22,33
2,4,19,22,33
4,12,24,38,45
10,11,16,21,22
9,25,36,40,45
10,11,16,21,22
9,25,36,40,45
10,12,20,23,45
1,6,23,30,35
1,6,23,30,35
10,12,20,23,45
2,7,21,35,38
23,30,38,41,42
23,30,38,41,42
2,7,21,35,38
12,19,24,28,38
12,19,24,28,38
21,30,32,40,42
21,30,32,40,42
8,15,29,38,40
3,8,10,31,44
8,15,29,38,40
3,8,10,31,44
14,29,34,37,43
14,29,34,37,43
2,3,11,36,38
2,3,11,36,38
1,11,27,39,43
10,16,37,42,43
1,11,27,39,43
10,16,37,42,43
2,7,17,18,26
4,9,20,31,34
4,9,20,31,34
2,7,17,18,26
10,23,24,25,43
26,33,35,37,41
26,33,35,37,41
10,23,24,25,43
5,27,31,36,40
5,27,31,36,40
19,20,26,34,37
19,20,26,34,37
13,16,28,32,34
6,8,24,25,33
13,16,28,32,34
6,8,24,25,33
3,7,27,36,42
11,14,27,31,43
3,7,27,36,42
11,14,27,31,43
16,29,40,42,44
3,6,15,21,25
16,29,40,42,44
3,6,15,21,25
2,19,23,31,35
8,12,28,40,43
8,12,28,40,43
2,19,23,31,35
27,32,33,38,44
2,9,14,30,35
2,9,14,30,35
27,32,33,38,44
6,15,22,36,39
7,20,38,42,43
6,15,22,36,39
7,20,38,42,43
5,19,34,38,45
5,19,34,38,45
10,11,17,21,41
10,11,17,21,41
2,13,17,38,42
2,13,17,38,42
3,25,28,34,38
3,25,28,34,38
1,7,11,39,44
1,4,10,15,45
1,4,10,15,45
1,7,11,39,44
8,13,29,34,37
1,5,8,13,19
1,5,8,13,19
8,13,29,34,37
1,23,27,29,32
4,23,28,31,39
1,23,27,29,32
4,23,28,31,39
1,9,10,19,25
1,10,33,39,45
1,10,33,39,45
1,9,10,19,25
1,17,18,40,41
1,17,18,40,41
8,12,17,24,43
8,12,17,24,43
4,7,16,25,44
4,7,16,25,44
2,4,23,32,40
2,4,23,32,40
8,17,32,36,40
12,19,30,32,38
8,17,32,36,40
12,19,30,32,38
16,18,33,34,40
2,6,32,38,41
2,6,32,38,41
16,18,33,34,40
2,6,19,32,34
8,20,29,31,37
2,6,19,32,34
8,20,29,31,37
1,18,22,28,29
2,17,21,32,37
1,18,22,28,29
2,17,21,32,37
10,26,31,35,42
12,17,27,30,43
12,17,27,30,43
10,26,31,35,42
5,12,16,24,34
25,26,27,35,37
5,12,16,24,34
25,26,27,35,37
4,6,10,22,34
4,6,10,22,34
10,14,23,34,35
10,14,23,34,35
7,13,19,29,41
4,9,12,33,37
4,9,12,33,37
7,13,19,29,41
1,8,15,16,31
5,8,13,20,38
5,8,13,20,38
1,8,15,16,31
7,17,25,28,45
7,17,25,28,45
4,19,22,26,30
4,19,22,26,30
3,10,15,34,44
3,10,15,34,44
9,23,27,37,40
9,23,27,37,40
11,18,19,31,34
15,20,28,40,44
11,18,19,31,34
15,20,28,40,44
10,26,27,31,45
4,7,14,25,27
10,26,27,31,45
4,7,14,25,27
7,17,20,21,26
10,14,22,29,40
10,14,22,29,40
7,17,20,21,26
19,23,38,41,43
19,23,38,41,43
4,18,23,27,40
4,18,23,27,40
15,24,27,37,40
15,19,31,38,43
15,19,31,38,43
15,24,27,37,40
6,35,37,38,41
4,5,29,31,33
4,5,29,31,33
6,35,37,38,41
4,9,12,20,42
7,18,20,26,42
4,9,12,20,42
7,18,20,26,42
1,4,14,36,40
1,3,17,18,40
1,3,17,18,40
1,4,14,36,40
7,10,13,28,33
7,10,13,28,33
11,18,22,23,36
11,18,22,23,36
24,27,35,37,44
2,11,14,18,30
24,27,35,37,44
2,11,14,18,30
7,16,28,37,38
7,16,28,37,38
10,13,25,42,44
10,13,25,42,44
13,27,32,34,45
13,27,32,34,45
5,7,28,40,45
5,7,28,40,45
16,29,30,40,43
1,9,18,22,24
16,29,30,40,43
1,9,18,22,24
12,17,19,38,45
3,8,13,20,21
3,8,13,20,21
12,17,19,38,45
6,21,25,27,32
7,18,19,21,37
6,21,25,27,32
7,18,19,21,37
8,14,17,25,30
6,18,32,36,45
6,18,32,36,45
8,14,17,25,30
2,6,9,19,22
12,22,24,28,36
2,6,9,19,22
12,22,24,28,36
13,22,23,27,38
4,10,21,22,44
13,22,23,27,38
4,10,21,22,44
14,15,19,29,42
7,26,28,33,35
14,15,19,29,42
7,26,28,33,35
4,13,21,26,36
20,30,31,35,37
4,13,21,26,36
20,30,31,35,37
1,7,16,33,36
1,7,16,33,36
17,26,35,38,42
17,26,35,38,42
5,8,16,24,42
2,9,11,16,30
2,9,11,16,30
5,8,16,24,42
5,6,10,11,35
6,11,12,17,42
5,6,10,11,35
6,11,12,17,42
17,30,31,35,43
1,10,15,27,34
17,30,31,35,43
1,10,15,27,34
8,13,15,17,27
6,10,12,13,39
8,13,15,17,27
6,10,12,13,39
